 "players_name" , "team_name" ,
 "Hisoshi Nakano" , "Tochigi S.C." ,
 "Hisoshi Nakano" , "栃木S.C." ,
 "Makoto Sugimoto" , "Tochigi S.C." ,
 "Makoto Sugimoto" , "栃木S.C." ,
 "Tatsunori Yamagata" , "Tochigi S.C." ,
 "Tatsunori Yamagata" , "栃木S.C." ,
 "Ismail Easa" , "VB Addu FC" ,
 "Francisco Andrés La Mantia Pipaón" , "Aragua FC" ,
 "Akihiko Takeshige" , "Tochigi S.C." ,
 "Akihiko Takeshige" , "栃木S.C." ,
 "Hassan Daher" , "Shabab Al-Sahel" ,
 "Hermes Manuel Palomino Fariñes" , "Aragua FC" ,
 "Chris Casement" , "Portadown" ,
 "James Dens Maia da Silva" , "Rio Branco" ,
 "José Jesús Yégüez Salgado" , "Aragua FC" ,
 "Germán Gustavo Herrera" , "Emirates Club" ,
 "Ovidiu Petre" , "ACS Poli Timișoara" ,
 "Yoshiya Nishizawa" , "Tochigi S.C." ,
 "Yoshiya Nishizawa" , "栃木S.C." ,
 "Cătălin Petre Doman" , "ACS Poli Timișoara" ,
 "Dániel Vadnai" , "DVSC" ,
 "Jaime Andrés Bustamante Suárez" , "Aragua FC" ,
 "Silviu Constantin Bălace" , "ACS Poli Timișoara" ,
 "Tatsuya Onodera" , "Tochigi S.C." ,
 "Tatsuya Onodera" , "栃木S.C." ,
 "Vasco Herculano Salgado Cunha Mango Fernandes" , "Aris F.C." ,
 "Cristian Nicolae Boldea" , "ACS Poli Timișoara" ,
 "Florin Nanu" , "ACS Poli Timișoara" ,
 "Jonatan Neftalí Díez-González" , "Vejle Boldklub" ,
 "Răzvan Trandu" , "ACS Poli Timișoara" ,
 "Kazunori Kan" , "Tochigi S.C." ,
 "Kazunori Kan" , "栃木S.C." ,
 "Peter McMahon" , "Portadown" ,
 "Santiago Biglieri" , "Sud América" ,
 "Ashad Ali" , "VB Addu FC" ,
 "Alexandro da Silva Batista" , "Emirates Club" ,
 "Lena Wermelt" , "HSV Borussia Friedenstal" ,
 "Alexandros Kalogeris" , "Aris F.C." ,
 "Laura Giuliani" , "HSV Borussia Friedenstal" ,
 "Danijel Morariju" , "ACS Poli Timișoara" ,
 "Marios Papadopoulos" , "Aris F.C." ,
 "Jaimes Anthony McKee" , "Sun Pegasus" ,
 "Ryo Matsumura" , "Tochigi S.C." ,
 "Ryo Matsumura" , "栃木S.C." ,
 "Gary Michael Nolan Twigg" , "Portadown" ,
 "József Varga" , "DVSC" ,
 "Andrew Kenneth Marshall" , "Crystal Palace Baltimore" ,
 "Cristian Dorel Scutaru" , "ACS Poli Timișoara" ,
 "Rodrigo Souza Silva" , "Emirates Club" ,
 "Asier Arranz Martín" , "Atlético Astorga" ,
 "Fabián Rodrigo Yantorno Blengio" , "Sud América" ,
 "Giannis Fysekis" , "Aris F.C." ,
 "Dávid Wittrédi" , "DVSC" ,
 "Wilson Edward James Kneeshaw" , "ACS Poli Timișoara" ,
 "Alexandru Adrian Popovici" , "ACS Poli Timișoara" ,
 "Christian Sivebæk" , "Vejle Boldklub" ,
 "Evan William Bush" , "Crystal Palace Baltimore" ,
 "Koji Hirose" , "Tochigi S.C." ,
 "Koji Hirose" , "栃木S.C." ,
 "Paul Robson" , "Crystal Palace Baltimore" ,
 "Selim Bouadla" , "DVSC" ,
 "Shigeru Sakurai" , "Tochigi S.C." ,
 "Shigeru Sakurai" , "栃木S.C." ,
 "Yudai Nishikawa" , "Tochigi S.C." ,
 "Yudai Nishikawa" , "栃木S.C." ,
 "Rodrigo Peters Marques" , "Rio Branco" ,
 "Korey Paul Veeder" , "Crystal Palace Baltimore" ,
 "Adrian Florin Poparadu" , "ACS Poli Timișoara" ,
 "Deng Jinghuang" , "Sun Pegasus" ,
 "István Verpecz" , "DVSC" ,
 "Emanuel Adrián Centurión" , "Sud América" ,
 "Kei Omoto" , "Tochigi S.C." ,
 "Kei Omoto" , "栃木S.C." ,
 "Landon Lloyd Ling" , "Sun Pegasus" ,
 "Pedro Henrique de Santana Almeida" , "ACS Poli Timișoara" ,
 "Richard Javier Pellejero Ferreira" , "Sud América" ,
 "László Zsidai" , "DVSC" ,
 "Ali Mtairik" , "Shabab Al-Sahel" ,
 "Rene Mihelič" , "DVSC" ,
 "Ashlee Pistorius" , "Boston Renegades" ,
 "Dušan Brković" , "DVSC" ,
 "Sham Kwok Keung" , "Sun Pegasus" ,
 "Tibor Tisza" , "DVSC" ,
 "Aleksandar Jovanović" , "DVSC" ,
 "Craig Wayne Farrell" , "Whitby Town" ,
 "Péter Szakály" , "DVSC" ,
 "Elizée Demankel To" , "ASFA" ,
 "Jules Souleymane Keita" , "ACS Poli Timișoara" ,
 "Zackary Flores" , "Crystal Palace Baltimore" ,
 "Thomas Liam Chamberlain" , "Whitby Town" ,
 "Klodian Dimitris Gino" , "Aris F.C." ,
 "Mohamed Malallah" , "Emirates Club" ,
 "Hassan Malallah Mohamed" , "Emirates Club" ,
 "Katelyn Bethke" , "Boston Renegades" ,
 "Traditional Chinese:" , "Sun Pegasus" ,
 "English: Michael Xavier Campion" , "Sun Pegasus" ,
 "José Mauricio Parra Perdomo" , "Aragua FC" ,
 "Shaun Melvyn Pejic" , "Crystal Palace Baltimore" ,
 "Faruhad Ismail" , "VB Addu FC" ,
 "Toni Deion Pressley" , "Boston Renegades" ,
 "Darren Williams" , "Whitby Town" ,
 "Jacob Vittrup Sørensen" , "Vejle Boldklub" ,
 "Yip Tsz Chun" , "Sun Pegasus" ,
 "Shkëlzen Kelmendi" , "KS Sopoti Librazhd" ,
 "Ibrahima Sidibe" , "DVSC" ,
 "Jesús Alberto Lugo Limpio" , "Aragua FC" ,
 "Néstor Fabián Bareiro Leguizamón" , "Aragua FC" ,
 "Rafael de Jesus Bonfim" , "CFZ de Brasília" ,
 "Anders Kaagh" , "Vejle Boldklub" ,
 "Chan Pak Hang" , "Sun Pegasus" ,
 "Chan Man Fai" , "Sun Pegasus" ,
 "Takuma Nagayoshi" , "Tochigi S.C." ,
 "Takuma Nagayoshi" , "栃木S.C." ,
 "Lo Chun Kit Toby" , "Sun Pegasus" ,
 "Hugues Evrad Zagbayou" , "ASEC Mimosas" ,
 "Zak Boagey" , "Whitby Town" ,
 "Junior Pericles Pinto Catarina" , "KS Sopoti Librazhd" ,
 "Mateos Cake" , "KS Sopoti Librazhd" ,
 "Jessica Marie McDonald" , "HSV Borussia Friedenstal" ,
 "Kenji Arabori" , "Tochigi S.C." ,
 "Kenji Arabori" , "栃木S.C." ,
 "Adrián Argachá González" , "Sud América" ,
 "Martina Marie Franko" , "Los Angeles Sol" ,
 "Milan Zagorac" , "Radnički Nova Pazova" ,
 "Kim Oh-Gyu" , "Gangwon FC" ,
 "Kim Oh-Gyu" , "강원 FC" ,
 "Jeong Woo-In" , "Gangwon FC" ,
 "Jeong Woo-In" , "강원 FC" ,
 "Paulo Posiano" , "Rewa FC" ,
 "Misaele Draunibaka" , "Rewa FC" ,
 "Milan Dimchov Koprivarov" , "FC Wels" ,
 "Goran Bošković" , "Radnički Nova Pazova" ,
 "Lisa Sari" , "Los Angeles Sol" ,
 "Mojahed Khaziravi" , "Sanat Naft" ,
 "Mojahed Khaziravi" , صنعت نفت ,
 "Pánfilo Eugenio Escobar Amarilla" , "River Plate" ,
 "Carlo Valentini" , "Murata" ,
 "Csaba Szórád" , "KFC Komárno" ,
 "Ángel Enrique Pután Sandoval" , "River Plate" ,
 "Mohamad Lamenezhad" , "Sanat Naft" ,
 "Mohamad Lamenezhad" , صنعت نفت ,
 "Park Sang-Jin" , "Gangwon FC" ,
 "Park Sang-Jin" , "강원 FC" ,
 "Goran Antunovič" , "KFC Komárno" ,
 "Nikita Yuryevich Mitin" , "PFC Spartak Nalchik" ,
 "Elísio José Oliveira Esteves" , "Ferroviário da Beira" ,
 "Alan Kardek de Souza" , "São Cristóvão" ,
 "Magomed Ruslanovich Guguyev" , "PFC Spartak Nalchik" ,
 "Khasan Aslambekovich Akhriyev" , "PFC Spartak Nalchik" ,
 "Chang Hyuk-Jin" , "Gangwon FC" ,
 "Chang Hyuk-Jin" , "강원 FC" ,
 "Carlos Alberto García Charcopa" , "River Plate" ,
 "Adán Pérez Cavero" , "Marino" ,
 "Choi Jin-ho" , "Gangwon FC" ,
 "Choi Jin-ho" , "강원 FC" ,
 "Fabio Vitaioli" , "Murata" ,
 "Nikica Košutić" , "Radnički Nova Pazova" ,
 "Hwang Kyo-Chung" , "Gangwon FC" ,
 "Hwang Kyo-Chung" , "강원 FC" ,
 "Ademar José Tavares Júnior" , "Porto de Caruaru" ,
 "Brittany Cameron" , "Los Angeles Sol" ,
 "Andrija Živković" , "Youth School Belin – Lazarević – Nadoveza" ,
 "Naser Albokat" , "Sanat Naft" ,
 "Naser Albokat" , صنعت نفت ,
 "Manuel Marani" , "Murata" ,
 "Hrvoje Vejić" , "Jadran Luka Ploče" ,
 "Otis Jan Mohammed Khan" , "Matlock Town" ,
 "Azamat Umarbiyevich Gurfov" , "PFC Spartak Nalchik" ,
 "Oleg Sergeyevich Mikhaylov" , "PFC Spartak Nalchik" ,
 "Aslanbek Azret-Aliyevich Konov" , "PFC Spartak Nalchik" ,
 "Roberto Linares Balmaceda" , "FC Villa Clara" ,
 "Rondinelly de Andrade Silva" , "Audax" ,
 "Hossein Koushki" , "Sanat Naft" ,
 "Hossein Koushki" , صنعت نفت ,
 "Aarón Dian Darias Scheithe" , "Marino" ,
 "Aleksandr Aleksandrovich Naumenko" , "PFC Spartak Nalchik" ,
 "Yang Dong-Won" , "Gangwon FC" ,
 "Yang Dong-Won" , "강원 FC" ,
 "Zaurbek Azret-Aliyevich Konov" , "PFC Spartak Nalchik" ,
 "Grigori Petrovich Guz" , "PFC Spartak Nalchik" ,
 "Ashley-Paul Emmanuel Robinson" , "Hastings United" ,
 "Paulo César Ramos Vogt" , "Wangen b.O." ,
 "Allison Falk" , "Los Angeles Sol" ,
 "Ratu Veresa Toma" , "Rewa FC" ,
 "João Paulo Daniel" , "Audax" ,
 "Jovino Soares Viana Júnior" , "Audax" ,
 "Amir Khautiyevich Bazhev" , "PFC Spartak Nalchik" ,
 "Berdimyrat Şamyradow" , "Nisa Aşgabat" ,
 "Rustam Vladimirovich Balov" , "PFC Spartak Nalchik" ,
 "Hossein Baghlani" , "Sanat Naft" ,
 "Hossein Baghlani" , صنعت نفت ,
 "Lee Woo-Hyeok" , "Gangwon FC" ,
 "Lee Woo-Hyeok" , "강원 FC" ,
 "Choi Seunig-In" , "Gangwon FC" ,
 "Choi Seunig-In" , "강원 FC" ,
 "Zalim Khasanbiyevich Makoyev" , "PFC Spartak Nalchik" ,
 "Bojan Čečarić" , "Radnički Nova Pazova" ,
 "Choi Woo-jae" , "Gangwon FC" ,
 "Choi Woo-jae" , "강원 FC" ,
 "Milan Radin" , "Radnički Nova Pazova" ,
 "Alim Abdul-Kerimovich Karkayev" , "PFC Spartak Nalchik" ,
 "Aslan Ruslanovich Dyshekov" , "PFC Spartak Nalchik" ,
 "Reza Niknazar" , "Sanat Naft" ,
 "Reza Niknazar" , صنعت نفت ,
 "Zsolt Németh" , "KFC Komárno" ,
 "Caroline Müller" , "Grasshopper Club" ,
 "Danilo Pantić" , "Youth School Belin – Lazarević – Nadoveza" ,
 "Ivan Angelov Ivanov" , "Botev Lukovit" ,
 "Massimo Agostini" , "Murata" ,
 "Dragiša Pejović" , "Radnički Nova Pazova" ,
 "Jurica Puljiz" , "Jadran Luka Ploče" ,
 "Selina Kuster" , "Grasshopper Club" ,
 "Gianluca Bollini" , "Murata" ,
 "Apisai Smith" , "Rewa FC" ,
 "Božidar Urošević" , "Radnički Nova Pazova" ,
 "Mojtaba Shiri Shourijeh" , "Sanat Naft" ,
 "Mojtaba Shiri Shourijeh" , صنعت نفت ,
 "Anton Aleksandrovich Vasilyev" , "PFC Spartak Nalchik" ,
 "João Rafael Kapango" , "Ferroviário de Maputo" ,
 "Lee Sang-don" , "Gangwon FC" ,
 "Lee Sang-don" , "강원 FC" ,
 "Róbert Szegedi" , "KFC Komárno" ,
 "Azamat Ruslanovich Beppayev" , "PFC Spartak Nalchik" ,
 "Seo Bo-min" , "Gangwon FC" ,
 "Seo Bo-min" , "강원 FC" ,
 "Richard Alan Rose" , "Hastings United" ,
 "Karina Chenelle LeBlanc" , "Los Angeles Sol" ,
 "Manya Janine Makoski" , "Los Angeles Sol" ,
 "Stephanie Renee Cox" , "Los Angeles Sol" ,
 "McCall RaNae Zerboni" , "Los Angeles Sol" ,
 "Bae Hyo-Sung" , "Gangwon FC" ,
 "Bae Hyo-Sung" , "강원 FC" ,
 "Zalim Zaurbiyevich Kishev" , "PFC Spartak Nalchik" ,
 "Azamat Akmedovich Atayev" , "PFC Spartak Nalchik" ,
 "Yénier Márquez Molina" , "FC Villa Clara" ,
 "Hossein Ashena" , "Sanat Naft" ,
 "Hossein Ashena" , صنعت نفت ,
 "Katie Larkin Allen" , "Los Angeles Sol" ,
 "Kim Young-Hoo" , "Gangwon FC" ,
 "Kim Young-Hoo" , "강원 FC" ,
 "Aleksei Vladimirovich Gorodovoy" , "PFC Spartak Nalchik" ,
 "Marta Vieira da Silva" , "Los Angeles Sol" ,
 "Nicola Albani" , "Murata" ,
 "Valerie Kay Henderson" , "Los Angeles Sol" ,
 "Gurbangeldi Durdyýew" , "Nisa Aşgabat" ,
 "Antonio Carlos Dos Santos" , "Audax" ,
 "Shannon Leigh Boxx" , "Los Angeles Sol" ,
 "Brittany Christine Bock" , "Los Angeles Sol" ,
 "Mohsen Hamidi" , "Sanat Naft" ,
 "Mohsen Hamidi" , صنعت نفت ,
 "Kim Keun-Bae" , "Gangwon FC" ,
 "Kim Keun-Bae" , "강원 FC" ,
 "Francisco Massinga" , "Ferroviário de Maputo" ,
 "Momir Desnica" , "Radnički Sombor" ,
 "Johanna Frisk" , "Los Angeles Sol" ,
 "Vladislav Vasilev Nikolov" , "Botev Lukovit" ,
 "William Njobvu" , "Lusaka Dynamos" ,
 "Camille Anne Françoise Abily" , "Los Angeles Sol" ,
 "Abbas Merdasi" , "Sanat Naft" ,
 "Abbas Merdasi" , صنعت نفت ,
 "Lukas Gabriel" , "FC Wels" ,
 "Aya Miyama" , "Los Angeles Sol" ,
 "Carlos Danito Parruque" , "Ferroviário de Maputo" ,
 "Jozef Adámik" , "KFC Komárno" ,
 "Elizabeth Ely Bogus" , "Los Angeles Sol" ,
 "Odelín Molina Hernández" , "FC Villa Clara" ,
 "Alyson Kay Wagner" , "Los Angeles Sol" ,
 "Rodoljub Marjanović" , "Radnički Sombor" ,
 "Árpád Csonka" , "KFC Komárno" ,
 "Filipe Manuel Cordeiro Duarte" , "Benfica de Macau" ,
 "Kim Dong-Ki" , "Gangwon FC" ,
 "Kim Dong-Ki" , "강원 FC" ,
 "Azamat Amirovich Shogenov" , "PFC Spartak Nalchik" ,
 "Hamed Sarlak" , "Sanat Naft" ,
 "Mansour Tanhaei" , "Sanat Naft" ,
 "Milen Tonev Ivanov" , "Botev Lukovit" ,
 "Milen Tonev Ivanov" , "Partizan" ,
 "Nicholas Mário de Almeida Torrão" , "Benfica de Macau" ,
 "Lee Jae-Hun" , "Gangwon FC" ,
 "Lee Jae-Hun" , "강원 FC" ,
 "Ilisoni Tuinawaivuvu" , "Rewa FC" ,
 "Erik Daniel" , "Spartak Myjava" ,
 "Moeava Mausalii" , "FC Manu Laeva" ,
 "Spencer Verbiest" , "Cappellen" ,
 "Ariel Pedro Martínez González" , "FC Sancti Spíritus" ,
 "Peter Šulek" , "Spartak Myjava" ,
 "James Alan John Harper" , "Basingstoke Town" ,
 "Marek Kuzma" , "Spartak Myjava" ,
 "Peter Jánošík" , "Spartak Myjava" ,
 "Alinesi Takataka" , "FC Tofaga" ,
 "Denis Švec" , "Spartak Myjava" ,
 "Jakub Kastelovič" , "Spartak Myjava" ,
 "Marcio Andre Valverde" , "UTC" ,
 "Lexton de la Cruz Moy" , "Clube Desportivo Lam Ieng" ,
 "Radoslav Ciprys" , "Spartak Myjava" ,
 "José Luis Granda Bravo" , "UTC" ,
 "Uota Ale" , "FC Tofaga" ,
 "Fei Yu" , "Shenzhen Ruby" ,
 "Fei Yu" , "Shēnzhèn Hóngzuān" ,
 "Fei Yu" , 深圳红钻 ,
 "Predrag Ristović" , "Cappellen" ,
 "Joey Tavernese" , "Westchester Flames" ,
 "Rafael Nicanor Farfán Quispe" , "UTC" ,
 "Jurgen Cavens" , "Cappellen" ,
 "César Augusto Valoyes Córdoba" , "UTC" ,
 "Pavol Kosík" , "Spartak Myjava" ,
 "Jelly Selau" , "FC Manu Laeva" ,
 "Souleymane Coulibaly" , "U.S. Koumassi" ,
 "Louie Pierre Soares" , "Basingstoke Town" ,
 "Polu Tanei" , "FC Tofaga" ,
 "Lutelu Tanelua Tiute" , "FC Tofaga" ,
 "Frederik Bilovský" , "Spartak Myjava" ,
 "Matej Kováč" , "Spartak Myjava" ,
 "Rabea Jumaa" , "Tishreen SC" ,
 "Bai Zijian" , "Goyang KB Kookmin Bank" ,
 "Bai Zijian" , "고양 KB국민은행" ,
 "Štefan Pekár" , "Spartak Myjava" ,
 "Alamoana Tofuola" , "FC Manu Laeva" ,
 "Sérvulo Barbosa Bessa" , "Campinense" ,
 "Wang Xinbo" , "Shenzhen Ruby" ,
 "Wang Xinbo" , "Shēnzhèn Hóngzuān" ,
 "Wang Xinbo" , 深圳红钻 ,
 "George Paulson Panapa" , "FC Tofaga" ,
 "Babacar M'Baye Gueye" , "Shenzhen Ruby" ,
 "Babacar M'Baye Gueye" , "Shēnzhèn Hóngzuān" ,
 "Babacar M'Baye Gueye" , 深圳红钻 ,
 "Matúš Jorík" , "Spartak Myjava" ,
 "Manuel Olivares Lapeña" , "Malleco Unido" ,
 "Wanderson Gustavo da Silva" , "Campinense" ,
 "Charalampos Mavrias" , "Sunderland Reserves and Academy" ,
 "Mikael Yann Mathieu Mandron" , "Sunderland Reserves and Academy" ,
 "Manuel Corrales" , "UTC" ,
 "Iran Andrielle Villahaylobos de Oliveira" , "Campinense" ,
 "Jean Carlo Tragodara Gálvez" , "UTC" ,
 "Ivan Múdry" , "Spartak Myjava" ,
 "Ben-Hur Moreira Peres" , "Campinense" ,
 "Gianfranco Alberto Labarthe Tomé" , "UTC" ,
 "Norberto Mauro da Costa Mulenessa" , "Minangkabau F.C." ,
 "Giancarlo Carmona Maldonado" , "UTC" ,
 "Domenica Hodak" , "Long Island Rough Riders" ,
 "Marcelo Messias" , "Petapa" ,
 "Néstor Fernando Martínez Norales" , "Petapa" ,
 "Imo Fiamalua" , "FC Nanumaga" ,
 "Robert Anthony Rice" , "Basingstoke Town" ,
 "Ľuboš Kolár" , "Spartak Myjava" ,
 "José Miguel Prieto Castillo" , "Malleco Unido" ,
 "Ronny Clyde Aloema" , "Robinhood" ,
 "Denis Duga" , "Spartak Myjava" ,
 "Ha Jung-Heon" , "Goyang KB Kookmin Bank" ,
 "Ha Jung-Heon" , "고양 KB국민은행" ,
 "Duncan Ian Watmore" , "Sunderland Reserves and Academy" ,
 "Walter Ricardo Vílchez Soto" , "UTC" ,
 "Roland Šmahajčík" , "Spartak Myjava" ,
 "Peter Solnička" , "Spartak Myjava" ,
 "Lloyd Joshua Macklin" , "Basingstoke Town" ,
 "Michal Peňaška" , "Spartak Myjava" ,
 "Fernando Gleber Matias da Silva" , "River Plate" ,
 "Giuseppe Aquaro" , "Shenzhen Ruby" ,
 "Giuseppe Aquaro" , "Shēnzhèn Hóngzuān" ,
 "Giuseppe Aquaro" , 深圳红钻 ,
 "Kolone Pokia" , "FC Tofaga" ,
 "Katepu Sieni" , "FC Tofaga" ,
 "Veronika Klechová" , "Slovan Bratislava" ,
 "Johan Joussep Sotil Eche" , "UTC" ,
 "Marek Jastráb" , "Spartak Myjava" ,
 "Pedro Luis Ascoy Cortez" , "UTC" ,
 "Lukáš Beňo" , "Spartak Myjava" ,
 "Tomáš Marček" , "Spartak Myjava" ,
 "Etimoni Timuani" , "FC Tofaga" ,
 "Félix Luciano Leguizamón" , "UTC" ,
 "Francisco Pereira da Costa Júnior" , "River Plate" ,
 "Akelei Lima'alofa" , "FC Manu Laeva" ,
 "Odai Mohammad Eid" , "Tishreen SC" ,
 "Reimond Orángel Manco Albarracín" , "UTC" ,
 "Roman Častulín" , "Spartak Myjava" ,
 "Arnold Šimonek" , "Spartak Myjava" ,
 "James Lepaio" , "FC Tofaga" ,
 "Daniel Andres Ferreyra" , "UTC" ,
 "Omolyn Ophilia Davis" , "Fredericksburg Lady Gunners" ,
 "Warley Silva dos Santos" , "Campinense" ,
 "Dana Fecková" , "Slovan Bratislava" ,
 "Hamed Sarlak" , صنعت نفت ,
 "Mansour Tanhaei" , صنعت نفت ,
 "Lara Keller" , "SC Kriens" ,
 "Martin Černáček" , "Spartak Myjava" ,
 "Mihael Kovačević" , "Nyíregyháza Spartacus" ,
 "Igor Žofčák" , "Nyíregyháza Spartacus" ,
 "Ole S. Mikkelsen" , "Maccabi Los Angeles" ,
 "John Queeley" , "CASL Elite" ,
 "Ren Xin" , "Jiangxi Liansheng" ,
 "Huang Jiaqiang" , "Jiangxi Liansheng" ,
 "Christie Patricia Rampone" , "magicJack" ,
 "Muhammad Roby" , "Barito Putera" ,
 "Robert Theodor Văduva" , "ACS Berceni" ,
 "Zoltán Nagy" , "Nyíregyháza Spartacus" ,
 "Halil Zeybek" , "Yeni Malatyaspor" ,
 "Amiri Shamsuddin" , "Ferozi FC" ,
 "Sultan Samma" , "Bali United Pusam" ,
 "Zoran Kostić" , "Nyíregyháza Spartacus" ,
 "Gábor Jánvári" , "Nyíregyháza Spartacus" ,
 "Valentin Ilie Coca" , "FC Caransebeş" ,
 "Novica Maksimović" , "FK Novi Sad" ,
 "Ahmed Nashid" , "Maziya" ,
 "Dustin Swinehart" , "CASL Elite" ,
 "Talaohu Abdul Musafri" , "Barito Putera" ,
 "Volodymyr Ovsienko" , "Nyíregyháza Spartacus" ,
 "L´Imam Seydi" , "Nyíregyháza Spartacus" ,
 "Mohamadolu Abdouraman" , "Nyíregyháza Spartacus" ,
 "Jillian Ann Loyden" , "magicJack" ,
 "Sara González Rodríguez" , "FVPR El Olivo" ,
 "Bjarte Haugsdal" , "Nest-Sotra" ,
 "Damir Čeković" , "FK Novi Sad" ,
 "Lydia Kathleen Vandenbergh" , "magicJack" ,
 "Pablo Rodríguez Aracil" , "Maziya" ,
 "Ricardo Manuel Cardoso Martins" , "Ribeirão" ,
 "Uroš Nenadović" , "FK Novi Sad" ,
 "Hansamu Yama" , "Barito Putera" ,
 "Sutanto Tan" , "Bali United Pusam" ,
 "Scott Schweitzer" , "CASL Elite" ,
 "Diego Raúl Pozo" , "Sportivo Belgrano" ,
 "Khalifa Jabbie" , "F.C. Kallon" ,
 "Joko Ribowo" , "Barito Putera" ,
 "Márk Szécsi" , "Nyíregyháza Spartacus" ,
 "Mary Abigail Wambach" , "magicJack" ,
 "Lerby Eliandry Pong Baru" , "Bali United Pusam" ,
 "Mehmet Gürkan Öztürk" , "Yeni Malatyaspor" ,
 "Ismail Bin Abu" , "Kuala Lumpur Hockey Club" ,
 "Roberta D'Adda" , "Brescia" ,
 "Syahroni" , "Barito Putera" ,
 "Mehmet Türkmehmet" , "Yeni Malatyaspor" ,
 "Dubravko Tešević" , "FC Gratkorn" ,
 "Mikalay Nikolai Barsukow" , "Isloch" ,
 "Aleksandar Mijatović" , "FK Novi Sad" ,
 "Agus Cima" , "Barito Putera" ,
 "Daniela Sabatino" , "Brescia" ,
 "Jacob Coggins" , "CASL Elite" ,
 "Zsolt Szokol" , "Nyíregyháza Spartacus" ,
 "Karen Moreira Sánchez" , "FVPR El Olivo" ,
 "Amadeus Suropati" , "Bali United Pusam" ,
 "Claudio Alberto Verino" , "Sportivo Belgrano" ,
 "Dávid Pákolicz" , "Nyíregyháza Spartacus" ,
 "Ahmed Imaaz" , "Maziya" ,
 "Guntur Ariyadi" , "Barito Putera" ,
 "Rizky Rizaldi Pora" , "Barito Putera" ,
 "Ramazan Kahya" , "Yeni Malatyaspor" ,
 "Frederico Augusto Pieruccini Moojen" , "Omaha Vipers" ,
 "César Manuel Medina Lozada" , "Sportivo Belgrano" ,
 "Endra Prasetya Suprapto" , "Bali United Pusam" ,
 "Fan Qunxiao" , "Jiangxi Liansheng" ,
 "Liridon Leçi" , "KF Hajvalia" ,
 "Adi bin Haji Mohammad Said" , "Wijaya  FC" ,
 "Sarah Huffman" , "magicJack" ,
 "Johnny Torres" , "Omaha Vipers" ,
 "Steven Curfman" , "CASL Elite" ,
 "Marian Antal Dougherty" , "magicJack" ,
 "Leonardo Luis Borzani" , "Sportivo Belgrano" ,
 "Sorin Marian Buşu" , "FC Caransebeş" ,
 "Matías Leonel Quiroga" , "Sportivo Belgrano" ,
 "Hermawan" , "PS Kendari" ,
 "Ha Dae-Won" , "Bali United Pusam" ,
 "Martina Rosucci" , "Brescia" ,
 "Lucky Wahyu Dwi Permana" , "Barito Putera" ,
 "Milorad Balabanović" , "FK Novi Sad" ,
 "Samir Muratović" , "FC Gratkorn" ,
 "Marjan Jugović" , "Barito Putera" ,
 "Imran Mohamed" , "Maziya" ,
 "Viktar Viktarovich Sokal" , "Isloch" ,
 "Gojko Ivković" , "Nest-Sotra" ,
 "Leandro Nery Chaparro" , "Sportivo Belgrano" ,
 "Widodo Cahyono Putro" , "PS Warna Agung" ,
 "Christian Caulker" , "F.C. Kallon" ,
 "László Rezes" , "Nyíregyháza Spartacus" ,
 "Vella, Cristian Daniel" , "Sportivo Belgrano" ,
 "Evan Brown" , "CASL Elite" ,
 "Ryan Junge" , "Omaha Vipers" ,
 "Yoo Jae-Hoon" , "Bali United Pusam" ,
 "Kevin Duré" , "Nest-Sotra" ,
 "Eddy Gunawan" , "Barito Putera" ,
 "Aleksandr Silvester Alumona" , "Isloch" ,
 "Krisztián Koller" , "Nyíregyháza Spartacus" ,
 "Lindsay Ann Tarpley Snow" , "magicJack" ,
 "Marko Spasojević" , "FK Novi Sad" ,
 "Mikail Albayrak" , "Yeni Malatyaspor" ,
 "César Andrés Carignano" , "Sportivo Belgrano" ,
 "Dedi Hartono" , "Barito Putera" ,
 "Deniss Ivanovs" , "Nyíregyháza Spartacus" ,
 "Shannon Leigh Boxx" , "magicJack" ,
 "Joana Montouto Escudeiro" , "FVPR El Olivo" ,
 "Siamak Nemati" , "Hafari Ahvaz" ,
 "Franco Andrés Miranda" , "Sportivo Belgrano" ,
 "Leonardo José Talamonti" , "Sportivo Belgrano" ,
 "Lisa Alborghetti" , "Brescia" ,
 "Qadami Hafizullah" , "Ferozi FC" ,
 "Wahyu Kristanto" , "Bali United Pusam" ,
 "Teguh Amiruddin" , "Barito Putera" ,
 "László Pekár" , "Nyíregyháza Spartacus" ,
 "Ørjan Hopen" , "Nest-Sotra" ,
 "Ana Buceta Rodríguez" , "FVPR El Olivo" ,
 "Christopher Brunt" , "Omaha Vipers" ,
 "Oliver Schöpf" , "FC Gratkorn" ,
 "Azlan Misron" , "Kuala Lumpur Hockey Club" ,
 "Predrag Bošnjak" , "Nyíregyháza Spartacus" ,
 "Pablo Franco Dolci" , "Sportivo Belgrano" ,
 "Tamás Törtei" , "Nyíregyháza Spartacus" ,
 "Zurab Malkhazovich Arziani" , "Nyíregyháza Spartacus" ,
 "János Balogh" , "Nyíregyháza Spartacus" ,
 "Faruhad Ismail" , "Maziya" ,
 "Michal Kubala" , "Wijaya  FC" ,
 "Júlio Regufe Alves" , "Ribeirão" ,
 "Alban Dragusha" , "KF Hajvalia" ,
 "Juan Pablo Francia" , "Sportivo Belgrano" ,
 "Tamás Rubus" , "Nyíregyháza Spartacus" ,
 "Leonard Tupamahu" , "Barito Putera" ,
